SavingsID,Age,Work_Exp,Annual_Income,ZIP,FamilySize,Edu_Level,OtherLoan_Monthly,Securities_Account,CD_Account,Online_Services,CreditCard,CC_Spend,PersonalLoan (prediction)
943128,45,19,730000,94086,4,Higher Secondary,0,No,No,No,No,0,No
943529,51,25,700000,90095,1,Master's and above,0,Yes,No,Yes,No,0,No
943930,27,2,1300000,92182,3,Higher Secondary,19200,No,No,Yes,No,0,Yes
944331,30,4,390000,94022,1,Higher Secondary,0,No,No,Yes,No,0,No
944732,31,5,720000,95133,4,Bachelor's,24200,No,No,Yes,Yes,18000,No
945133,61,37,680000,90245,4,Master's and above,0,No,No,No,No,0,No
945534,40,16,350000,94022,1,Master's and above,0,No,No,Yes,Yes,14000,No
945935,45,21,610000,95812,3,Higher Secondary,0,Yes,Yes,Yes,Yes,7000,No
946336,45,21,690000,90025,4,Higher Secondary,0,No,No,No,No,0,No
946737,37,13,590000,93907,1,Bachelor's,0,No,No,No,No,0,No
947138,34,8,990000,93460,2,Master's and above,21700,No,No,No,No,0,No
947539,43,16,2010000,95054,1,Bachelor's,0,No,No,No,Yes,100000,Yes
947940,42,18,1300000,94611,2,Higher Secondary,0,No,No,No,Yes,75000,No
948341,56,31,720000,90095,3,Bachelor's,0,No,No,No,No,0,No
948742,33,9,440000,94112,1,Higher Secondary,0,No,No,No,No,0,No
949143,36,10,910000,92028,1,Master's and above,28900,No,No,Yes,No,0,No
949544,62,37,920000,94608,3,Higher Secondary,31000,No,No,Yes,No,0,No
949945,58,34,550000,90032,1,Higher Secondary,16800,No,No,Yes,Yes,8000,No
950346,65,40,200000,94608,3,Higher Secondary,10200,No,No,Yes,Yes,5000,No
950747,65,40,890000,90291,1,Higher Secondary,29900,No,Yes,Yes,No,0,Yes
951148,52,26,590000,92660,2,Bachelor's,23900,No,No,No,Yes,15000,No
951549,64,39,80000,92104,3,Master's and above,8700,No,No,No,Yes,1000,No
951950,51,25,850000,94015,4,Higher Secondary,0,No,No,Yes,Yes,49000,No
952351,59,35,940000,94610,1,Higher Secondary,7600,Yes,Yes,Yes,No,0,No
952752,52,28,220000,91711,2,Higher Secondary,0,No,No,Yes,Yes,4000,No
953153,55,31,740000,94611,2,Master's and above,0,No,No,Yes,Yes,32000,No
953554,46,19,590000,93555,3,Bachelor's,0,No,No,No,No,0,No
953955,61,36,120000,93023,4,Bachelor's,0,No,No,Yes,Yes,6000,No
954356,35,9,80000,94043,1,Bachelor's,0,No,No,Yes,No,0,No
954757,56,31,740000,94920,3,Master's and above,0,No,No,Yes,Yes,16000,No
955158,31,5,1840000,92064,4,Bachelor's,0,No,Yes,Yes,Yes,34000,Yes
955559,44,19,340000,95005,4,Bachelor's,0,No,No,No,No,0,No
955960,53,27,630000,93109,2,Master's and above,0,Yes,No,Yes,No,0,No
956361,36,12,1230000,95060,2,Bachelor's,0,No,Yes,Yes,Yes,56000,Yes
956762,27,1,850000,93302,2,Master's and above,0,No,No,No,No,0,No
957163,36,12,1090000,94928,3,Master's and above,0,Yes,Yes,Yes,No,0,Yes
957564,40,15,310000,94720,1,Master's and above,0,No,No,Yes,No,0,No
957965,39,13,610000,90095,2,Bachelor's,9000,No,No,Yes,No,0,No
958366,59,35,880000,94923,2,Higher Secondary,0,No,No,No,Yes,16000,No
958767,43,18,220000,91311,2,Bachelor's,0,No,No,No,No,0,No
959168,30,4,630000,95008,4,Bachelor's,0,Yes,No,Yes,No,0,No
959569,26,1,800000,95616,4,Higher Secondary,0,No,No,Yes,Yes,2000,No
959970,48,22,780000,94588,3,Higher Secondary,0,No,No,Yes,Yes,21000,No
960371,50,24,450000,94005,4,Higher Secondary,9300,No,No,Yes,No,0,No
960772,33,7,510000,94040,4,Master's and above,0,No,No,No,Yes,21000,No
961173,32,6,1110000,95014,2,Master's and above,0,No,No,No,No,0,No
961574,34,10,450000,93943,3,Higher Secondary,15300,No,No,Yes,Yes,28000,No
961975,33,9,1840000,94304,2,Bachelor's,0,No,No,No,No,0,Yes
962376,32,5,410000,92008,2,Bachelor's,11200,Yes,No,Yes,No,0,No
962777,55,30,690000,91007,4,Master's and above,0,Yes,Yes,Yes,Yes,13000,No
963178,58,33,230000,91768,3,Higher Secondary,0,No,No,No,No,0,No
963579,47,23,1600000,92037,2,Higher Secondary,0,No,No,No,No,0,No
963980,30,5,610000,95605,1,Bachelor's,25100,Yes,Yes,Yes,No,0,No
964381,42,18,1100000,94720,2,Higher Secondary,18200,No,No,Yes,No,0,No
964782,40,16,500000,92606,2,Master's and above,0,No,No,No,No,0,No
965183,33,9,490000,94928,1,Bachelor's,0,No,No,Yes,No,0,No
965584,46,20,1850000,94131,4,Bachelor's,42800,No,No,No,Yes,75000,Yes
965985,63,39,520000,90033,2,Higher Secondary,0,No,No,Yes,Yes,11000,No
966386,62,37,530000,92028,2,Higher Secondary,0,No,No,Yes,No,0,No
966787,43,17,1250000,94720,4,Bachelor's,0,No,No,No,No,0,Yes
967188,31,5,720000,94542,3,Higher Secondary,0,No,No,Yes,No,0,No
967589,28,2,510000,94720,4,Master's and above,0,No,No,No,Yes,18000,No
967990,64,39,230000,91768,3,Higher Secondary,0,Yes,No,No,No,0,No
968391,27,1,410000,90033,1,Master's and above,0,No,No,No,Yes,19000,No
968792,33,9,410000,95814,3,Higher Secondary,10800,No,No,Yes,No,0,No
969193,39,12,1380000,92697,1,Bachelor's,0,No,No,Yes,No,0,Yes
969594,44,20,1380000,94143,2,Higher Secondary,0,No,No,No,Yes,33000,No
969995,53,28,140000,94005,4,Higher Secondary,0,No,No,Yes,Yes,8000,No
970396,42,18,1450000,94065,2,Higher Secondary,50500,No,No,No,No,0,No
970797,44,17,250000,95064,3,Bachelor's,0,No,No,No,Yes,10000,No
971198,34,10,430000,95014,1,Higher Secondary,14200,No,No,No,Yes,17000,No
971599,47,22,930000,90266,1,,30900,No,No,Yes,No,0,No
972000,53,29,900000,95053,2,Higher Secondary,21700,Yes,No,No,Yes,3000,No
972401,62,36,410000,90245,2,Master's and above,15400,Yes,No,Yes,No,0,No
972802,61,36,1690000,91380,2,Master's and above,10600,No,Yes,Yes,Yes,61000,Yes
973203,42,17,630000,95814,2,Master's and above,0,No,No,Yes,No,0,No
973604,48,21,230000,94720,3,Bachelor's,9500,No,No,No,No,0,No
974005,38,13,1400000,90210,4,Higher Secondary,0,No,No,No,No,0,Yes
974406,41,15,750000,95010,1,Master's and above,0,No,No,Yes,No,0,No
974807,57,32,130000,94588,4,Bachelor's,7800,Yes,No,Yes,No,0,No
975208,31,7,100000,92354,1,Master's and above,8100,No,No,Yes,No,0,No
975609,39,15,1000000,94720,,Bachelor's,0,No,No,Yes,No,0,No
976010,48,22,850000,94105,3,Higher Secondary,20300,No,No,Yes,No,0,No
976411,55,31,730000,95207,3,Higher Secondary,21900,No,No,Yes,No,0,No
976812,29,4,1300000,92630,2,Higher Secondary,0,No,No,No,Yes,67000,No
977213,47,22,650000,91330,3,Bachelor's,0,No,No,Yes,No,0,No
977614,61,36,590000,93118,4,Higher Secondary,14800,No,No,No,No,0,No
978015,60,34,310000,91007,2,Master's and above,0,No,No,No,No,10600,No
978416,34,10,1340000,91775,1,Higher Secondary,0,No,No,No,No,0,No
978817,45,21,110000,94143,4,Higher Secondary,10600,No,No,Yes,Yes,2000,No
979218,60,35,320000,93611,1,Master's and above,8000,No,No,Yes,No,0,No
979619,25,0,530000,90095,2,Master's and above,0,No,No,Yes,Yes,16000,No
980020,41,17,280000,95616,1,Higher Secondary,0,No,No,No,Yes,7000,No
980421,63,37,440000,94550,2,Master's and above,0,No,No,Yes,No,0,No
980822,63,39,400000,91304,1,Higher Secondary,11800,No,No,No,Yes,8000,No
981223,43,19,400000,94949,3,Bachelor's,0,No,No,Yes,No,0,No
981624,58,32,1630000,95014,2,Higher Secondary,40000,No,No,No,No,0,No
982025,50,25,820000,91335,1,Master's and above,0,No,No,Yes,No,0,No
982426,38,12,890000,94583,4,Bachelor's,0,No,No,No,No,0,No
982827,54,30,780000,92507,4,Bachelor's,0,No,No,Yes,Yes,16000,No
983228,61,36,550000,94132,3,Master's and above,19700,No,No,No,No,0,No
983629,29,5,340000,92675,4,Bachelor's,0,No,No,Yes,No,0,No
984030,39,12,1080000,92717,4,Bachelor's,30100,No,No,No,Yes,36700,Yes
984431,33,7,580000,95616,4,Bachelor's,0,No,No,Yes,Yes,22000,No
984832,23,-1,730000,92120,4,Higher Secondary,0,No,No,Yes,No,0,No
985233,56,31,540000,91380,4,Higher Secondary,0,No,No,Yes,No,0,No
985634,54,30,450000,92182,4,Bachelor's,0,No,No,No,Yes,9000,No
986035,37,11,1230000,94720,1,Bachelor's,0,Yes,Yes,Yes,No,0,Yes
986436,38,12,930000,95616,1,Higher Secondary,26700,No,No,Yes,No,0,No
986837,34,9,1020000,92115,4,Bachelor's,0,No,No,Yes,No,0,No
987238,53,29,390000,92626,3,Higher Secondary,0,No,No,Yes,No,0,No
987639,65,40,1140000,94608,4,Bachelor's,0,No,No,No,Yes,34000,No
988040,62,37,290000,91030,1,Master's and above,0,No,No,No,Yes,3000,No
988441,51,25,300000,91116,3,Bachelor's,14400,No,No,No,Yes,6000,No
988842,31,5,220000,91401,1,Master's and above,0,No,No,No,No,0,No
989243,64,38,380000,94305,2,Higher Secondary,18600,No,No,Yes,Yes,3000,No
989644,39,15,410000,90028,2,Higher Secondary,0,No,No,No,No,0,No
990045,28,3,1610000,92646,4,Master's and above,42200,No,Yes,Yes,Yes,17000,Yes
990446,60,35,380000,94701,3,Bachelor's,0,No,No,Yes,Yes,5000,No
990847,47,23,250000,93106,1,Master's and above,0,No,No,Yes,No,0,No
991248,25,1,700000,93010,4,Higher Secondary,21800,No,No,Yes,No,0,No
991649,44,19,2010000,95819,2,Higher Secondary,0,No,No,Yes,Yes,88000,No
992050,51,26,420000,92103,2,Master's and above,0,No,No,Yes,Yes,6000,No
992451,31,7,640000,94720,1,Higher Secondary,0,No,No,Yes,No,0,No
992852,32,7,280000,90034,4,Master's and above,0,No,No,No,No,0,No
993253,51,25,1190000,93940,1,Higher Secondary,20800,No,No,Yes,Yes,49000,No
993654,25,1,280000,94596,1,Master's and above,0,No,No,Yes,No,0,No
994055,43,19,600000,94104,3,Master's and above,0,No,No,Yes,No,0,No
994456,54,29,230000,93955,1,Bachelor's,0,No,No,No,No,0,No
994857,34,8,1640000,94720,4,Master's and above,0,No,No,Yes,No,0,Yes
995258,54,30,390000,95211,2,Higher Secondary,0,No,No,No,Yes,8000,No
995659,42,17,190000,92115,2,Master's and above,8500,No,No,Yes,Yes,0,No
996060,46,20,720000,93108,2,Master's and above,186000,No,No,Yes,Yes,8000,No
996461,62,37,410000,95060,3,Master's and above,0,No,No,Yes,Yes,9000,No
996862,31,5,320000,92123,2,Bachelor's,13000,No,No,Yes,No,0,No
997263,30,5,690000,94302,1,Bachelor's,0,No,No,Yes,No,0,No
997664,52,28,230000,95828,3,Higher Secondary,0,No,No,Yes,No,0,No
998065,35,9,440000,92009,4,Higher Secondary,0,No,No,Yes,No,0,No
998466,60,36,320000,92407,3,Bachelor's,16500,No,No,Yes,No,0,No
998867,58,34,250000,90059,2,Higher Secondary,12300,No,No,Yes,No,0,No
999268,24,-2,800000,94105,2,Master's and above,0,No,No,Yes,No,0,No
999669,40,16,830000,92350,1,Bachelor's,23000,Yes,No,Yes,No,0,No
1000070,49,23,1330000,94304,1,Higher Secondary,0,No,No,Yes,Yes,73000,No
1000471,43,18,890000,92780,1,Bachelor's,30700,No,No,No,Yes,1000,No
1000872,33,7,810000,92122,2,Master's and above,18700,No,Yes,Yes,Yes,45000,No
1001273,36,11,440000,91040,2,Bachelor's,8500,No,No,Yes,No,0,No
1001674,62,36,1190000,94720,2,Higher Secondary,0,No,No,No,No,0,No
1002075,57,32,390000,92182,,Higher Secondary,14700,No,No,No,No,0,No
1002476,64,38,400000,92122,2,Master's and above,0,No,No,No,No,0,No
1002877,52,26,790000,95817,3,Higher Secondary,18300,No,No,No,No,0,No
1003278,54,28,300000,95616,4,Bachelor's,0,No,No,Yes,No,0,No
1003679,40,14,1790000,90025,1,Master's and above,0,No,No,Yes,No,0,Yes
1004080,30,5,1780000,94063,2,Higher Secondary,0,No,No,No,No,0,No
1004481,55,30,820000,94720,4,Bachelor's,0,No,No,Yes,No,0,No
1004882,39,13,500000,91768,2,Bachelor's,0,No,No,No,No,0,No
1005283,55,30,640000,94306,2,Bachelor's,0,No,No,No,No,0,No
1005684,28,4,1290000,92115,1,Higher Secondary,0,No,No,No,Yes,15000,No
1006085,44,18,680000,93943,4,Higher Secondary,0,Yes,No,No,No,0,No
1006486,46,21,300000,92697,1,Master's and above,11200,Yes,No,No,No,0,No
1006887,61,36,480000,94025,3,Higher Secondary,0,No,No,No,Yes,15000,No
1007288,61,36,1300000,92717,1,Higher Secondary,25700,No,No,No,No,0,No
1007689,45,20,400000,92886,1,Master's and above,0,Yes,No,Yes,No,0,No
1008090,38,14,1050000,94708,2,Higher Secondary,0,No,No,Yes,No,0,No
1008491,29,3,410000,92626,4,Higher Secondary,0,No,No,Yes,No,0,No
1008892,52,28,1680000,90404,3,Master's and above,11800,No,No,Yes,No,0,Yes
1009293,38,14,800000,92868,2,Higher Secondary,0,No,No,Yes,No,0,No
1009694,28,3,1340000,96091,2,Higher Secondary,0,No,No,Yes,No,0,No
1010095,34,9,490000,94025,1,Master's and above,0,No,No,No,No,0,No
1010496,35,9,630000,92697,2,Higher Secondary,0,No,No,Yes,No,0,No
1010897,46,22,700000,94701,4,Higher Secondary,21200,No,No,No,Yes,19000,No
1011298,63,37,320000,93117,3,Bachelor's,14100,No,No,No,No,0,No
1011699,33,9,140000,95133,,Master's and above,11400,No,No,No,No,0,No
1012100,38,14,1110000,92028,2,Higher Secondary,32600,No,No,No,No,0,No
1012501,53,27,380000,94105,4,Bachelor's,14400,Yes,No,Yes,No,0,No
1012902,28,2,1210000,92096,2,Higher Secondary,34100,No,No,Yes,No,0,No
1013303,44,18,900000,95616,4,Master's and above,0,No,No,Yes,No,0,No
1013704,58,31,1780000,92009,2,Bachelor's,0,No,No,Yes,No,0,Yes
1014105,38,14,200000,94024,4,Bachelor's,7900,No,No,Yes,Yes,4000,No
1014506,48,24,610000,91380,2,Higher Secondary,22900,No,No,No,Yes,17000,No
1014907,33,7,430000,96064,4,Higher Secondary,0,No,No,No,No,0,No
1015308,66,42,390000,94590,1,Bachelor's,0,No,No,Yes,Yes,19000,No
1015709,59,34,600000,90048,4,Higher Secondary,23400,No,No,Yes,Yes,21000,No
1016110,40,15,630000,93407,3,Higher Secondary,0,Yes,No,Yes,No,0,No
1016511,36,11,80000,93401,4,Master's and above,8100,No,No,No,Yes,2000,No
1016912,62,38,520000,95616,4,Bachelor's,0,No,No,Yes,Yes,13000,No
1017313,51,27,920000,92121,4,Higher Secondary,0,No,Yes,Yes,Yes,30000,Yes
1017714,58,32,1110000,90212,2,Higher Secondary,29800,No,No,Yes,No,0,No
1018115,52,26,710000,92037,1,Master's and above,0,No,No,No,No,0,No
1018516,41,16,250000,92182,2,Bachelor's,9100,Yes,No,No,No,0,No
1018917,31,5,340000,94558,1,Master's and above,15600,No,No,Yes,No,0,No
1019318,28,3,740000,94720,3,Master's and above,0,No,No,No,No,0,No
1019719,57,31,1200000,95616,2,Higher Secondary,0,No,No,No,Yes,20000,No
1020120,61,37,500000,95125,4,Bachelor's,0,No,No,No,Yes,13000,No
1020521,60,36,100000,92121,2,Higher Secondary,0,No,No,Yes,Yes,10000,No
1020922,56,29,450000,90095,4,Bachelor's,11300,No,No,Yes,No,0,No
1021323,49,23,290000,94551,4,Higher Secondary,0,No,No,Yes,Yes,18000,No
1021724,63,37,1450000,94025,2,Higher Secondary,0,No,No,Yes,No,0,No
1022125,49,23,1000000,95403,2,Higher Secondary,0,No,No,No,No,0,No
1022526,49,25,240000,95678,3,Higher Secondary,0,No,No,Yes,No,0,No
1022927,32,8,600000,95816,1,Higher Secondary,0,No,No,Yes,Yes,12000,No
1023328,26,1,500000,95616,4,Bachelor's,0,No,No,No,No,0,No
1023729,27,1,430000,95120,3,Bachelor's,0,No,No,No,No,0,No
1024130,57,31,790000,91335,3,Higher Secondary,0,No,No,No,Yes,44000,No
1024531,29,5,440000,95819,3,Bachelor's,0,No,No,Yes,Yes,1000,No
1024932,56,30,310000,90024,4,Master's and above,0,No,No,Yes,No,0,No
1025333,59,35,140000,94305,2,Higher Secondary,10700,No,No,Yes,No,0,No
1025734,53,28,190000,94608,4,Higher Secondary,10600,No,No,No,Yes,8000,No
1026135,54,29,1110000,93023,1,Bachelor's,0,No,No,Yes,No,0,Yes
1026536,56,30,900000,94402,1,Bachelor's,0,No,No,Yes,No,0,No
1026937,50,25,210000,90274,2,Master's and above,12900,No,No,No,No,0,No
1027338,51,25,1040000,94949,1,Bachelor's,0,No,No,Yes,No,0,Yes
1027739,53,27,750000,94303,1,Bachelor's,0,No,No,Yes,No,0,No
1028140,37,12,1750000,92037,2,Higher Secondary,29700,No,No,Yes,Yes,78000,No
1028541,32,7,980000,95929,1,Higher Secondary,17100,Yes,Yes,No,No,0,Yes
1028942,49,23,410000,95521,4,Higher Secondary,15300,No,No,Yes,No,0,No
1029343,34,8,1710000,90212,2,Bachelor's,56900,No,No,Yes,No,0,Yes
1029744,54,30,790000,92630,4,Bachelor's,0,No,No,Yes,No,0,No
1030145,64,39,240000,94117,4,Bachelor's,0,No,No,No,No,0,No
1030546,58,34,900000,95039,1,,0,No,No,No,No,0,Yes
1030947,25,-1,390000,94720,3,Bachelor's,0,No,No,Yes,No,0,No
1031348,50,25,90000,91911,2,Higher Secondary,0,Yes,No,No,No,0,No
1031749,38,13,150000,90245,2,Bachelor's,9000,No,No,Yes,No,0,No
1032150,48,24,800000,91343,1,Higher Secondary,0,No,No,Yes,No,0,No
1032551,41,15,630000,95060,1,Master's and above,7900,No,No,No,Yes,7000,No
1032952,32,8,200000,93106,1,Master's and above,10200,No,No,Yes,No,0,No
1033353,46,22,430000,92120,2,Master's and above,0,Yes,Yes,Yes,Yes,21000,No
1033754,39,15,650000,95822,1,Master's and above,0,No,No,No,No,0,No
1034155,39,15,910000,93907,2,Bachelor's,15100,No,No,No,No,0,No
1034556,63,39,530000,93940,1,Higher Secondary,0,No,No,No,No,0,No
1034957,58,32,1100000,94143,3,Bachelor's,0,No,No,No,No,0,No
1035358,28,4,820000,92831,3,Higher Secondary,10300,No,No,Yes,No,0,No
1035759,36,11,230000,94553,4,Master's and above,0,No,No,Yes,No,0,No
1036160,43,19,1720000,95136,2,Higher Secondary,0,No,No,Yes,No,0,No
1036561,36,12,880000,90212,2,Higher Secondary,0,No,No,Yes,No,0,No
1036962,44,18,710000,93943,2,Master's and above,0,No,No,Yes,No,0,No
1037363,31,5,1800000,94720,1,Master's and above,14400,Yes,No,No,No,0,Yes
1037764,45,21,390000,92521,2,Master's and above,18400,No,No,No,Yes,21000,No
1038165,39,13,940000,90401,1,Master's and above,0,No,No,No,Yes,15000,No
1038566,43,16,250000,94126,3,Bachelor's,0,No,No,Yes,No,0,No
1038967,40,15,100000,94708,2,Master's and above,10200,No,No,Yes,No,0,No
1039368,30,5,420000,94305,1,Higher Secondary,18400,No,No,No,No,0,No
1039769,58,33,1420000,92333,2,Higher Secondary,0,No,No,No,Yes,39000,No
1040170,46,21,340000,92373,2,Higher Secondary,0,No,No,Yes,No,0,No
1040571,35,10,1390000,90024,1,Higher Secondary,0,No,No,No,No,0,No
1040972,30,4,1540000,95621,2,Higher Secondary,20700,No,No,Yes,No,0,No
1041373,34,8,400000,91768,2,Master's and above,8900,No,No,No,No,0,No
1041774,62,32,330000,93907,1,Master's and above,14000,No,No,Yes,Yes,15000,No
1042175,58,34,800000,90095,2,Higher Secondary,0,No,No,Yes,Yes,16000,No
1042576,45,18,100000,92037,3,Bachelor's,10000,No,No,Yes,No,0,No
1042977,42,16,410000,90401,3,Master's and above,0,No,No,Yes,No,0,No
1043378,60,36,300000,93711,4,Higher Secondary,11800,No,No,Yes,Yes,13000,No
1043779,55,29,780000,95521,1,Master's and above,19000,No,No,Yes,No,0,No
1044180,45,21,1640000,90638,1,Higher Secondary,0,No,No,No,Yes,50000,No
1044581,52,27,230000,92780,1,Master's and above,0,No,No,No,No,0,No
1044982,31,7,1490000,92624,1,Higher Secondary,0,No,No,No,No,0,No
1045383,60,34,250000,94132,4,Master's and above,0,No,No,Yes,No,0,No
1045784,33,9,420000,95010,1,Master's and above,0,No,No,Yes,No,0,No
1046185,37,11,710000,91302,1,Higher Secondary,18500,No,No,Yes,Yes,25000,No
1046586,59,34,1140000,94606,3,Bachelor's,0,No,No,Yes,No,0,Yes
1046987,51,26,700000,91320,1,Bachelor's,0,No,No,Yes,Yes,28000,No
1047388,47,23,1490000,92675,4,Higher Secondary,0,No,No,No,Yes,61000,Yes
1047789,60,33,550000,94998,4,Bachelor's,0,No,No,Yes,No,0,No
1048190,61,36,290000,93065,1,Higher Secondary,0,No,No,No,No,0,No
1048591,64,40,1230000,90840,1,Higher Secondary,0,No,No,Yes,Yes,38000,No
1048992,46,20,1520000,95814,1,Master's and above,37400,No,Yes,Yes,Yes,74000,Yes
1049393,31,7,80000,95131,4,Bachelor's,0,No,No,No,No,0,No
1049794,57,32,690000,94710,4,Higher Secondary,24500,No,No,No,No,0,No
1050195,48,23,1610000,96003,4,Master's and above,31000,No,No,No,No,0,Yes
1050596,48,23,790000,94024,1,Bachelor's,0,No,No,No,No,0,No
1050997,35,10,1050000,92780,1,Higher Secondary,0,No,No,No,No,0,No
1051398,33,8,390000,95032,3,Higher Secondary,0,No,No,No,No,0,No
1051799,47,23,1630000,92653,1,Higher Secondary,0,No,No,No,No,0,No
1052200,46,20,90000,94005,1,Higher Secondary,0,No,No,Yes,No,0,No
1052601,44,20,710000,91006,4,Master's and above,0,No,No,No,Yes,20000,No
1053002,42,18,510000,92868,3,Master's and above,0,No,No,No,No,0,No
1053403,50,24,320000,90277,1,Master's and above,16700,No,No,No,No,0,No
1053804,52,26,1610000,93108,4,Higher Secondary,0,No,Yes,Yes,Yes,43000,Yes
1054205,53,27,600000,90049,1,Higher Secondary,0,No,No,Yes,No,0,No
1054606,37,10,350000,92521,4,Bachelor's,0,No,No,No,No,0,No
1055007,64,40,410000,94305,4,Bachelor's,0,No,No,Yes,No,0,No
1055408,46,22,730000,92648,2,Higher Secondary,21600,No,No,Yes,No,0,No
1055809,57,33,490000,94305,4,Higher Secondary,21400,Yes,Yes,Yes,Yes,15000,No
1056210,61,35,790000,94024,2,Higher Secondary,19400,No,No,Yes,Yes,20000,No
1056611,42,18,1200000,93407,2,Higher Secondary,0,Yes,No,No,No,0,No
1057012,40,16,600000,94501,2,Higher Secondary,0,No,No,No,No,0,No
1057413,33,8,780000,95051,3,Bachelor's,0,No,No,Yes,No,0,No
1057814,50,26,400000,95138,4,Bachelor's,13100,No,No,No,No,0,No
1058215,52,26,1100000,94501,2,Master's and above,20400,Yes,Yes,Yes,No,0,Yes
1058616,35,11,1600000,92093,4,Master's and above,0,Yes,No,No,No,0,Yes
1059017,57,32,680000,94542,4,Higher Secondary,19100,No,No,Yes,Yes,7000,No
1059418,56,31,490000,92182,2,Master's and above,10300,No,No,Yes,No,0,No
1059819,44,20,650000,92037,2,Higher Secondary,0,No,No,Yes,No,0,No
1060220,23,-3,550000,92704,3,Bachelor's,14500,No,No,Yes,No,0,No
1060621,33,8,620000,92093,3,Higher Secondary,9800,No,No,No,Yes,23000,No
1061022,48,22,1520000,95616,,Higher Secondary,0,No,No,No,No,0,No
1061423,45,18,420000,95126,3,Bachelor's,0,No,No,No,No,0,No
1061824,54,28,390000,90245,4,Bachelor's,0,No,No,Yes,No,0,No
1062225,42,17,1110000,94304,3,Higher Secondary,0,Yes,Yes,No,Yes,30000,Yes
1062626,47,21,820000,94109,3,Higher Secondary,0,No,No,No,No,0,No
1063027,61,36,1080000,93943,4,Bachelor's,0,No,No,Yes,No,0,No
1063428,53,27,590000,92038,2,Master's and above,0,No,No,Yes,No,0,No
1063829,56,30,610000,93106,3,Higher Secondary,19300,No,No,Yes,No,0,No
1064230,33,6,780000,95819,4,Bachelor's,0,Yes,No,Yes,No,0,No
1064631,44,18,180000,93943,2,Master's and above,0,No,No,Yes,No,0,No
1065032,63,37,1130000,94611,4,Master's and above,0,No,No,Yes,Yes,17000,No
1065433,47,20,620000,92521,1,Bachelor's,0,No,No,Yes,No,0,No
1065834,50,24,810000,94720,1,Higher Secondary,24800,No,No,Yes,No,0,No
1066235,49,25,130000,95054,3,Higher Secondary,10600,No,No,Yes,No,0,No
1066636,34,9,750000,94303,1,Higher Secondary,19400,No,No,No,No,0,No
1067037,40,14,330000,95616,2,Master's and above,8900,No,No,Yes,No,0,No
1067438,38,13,1790000,93943,1,Higher Secondary,0,No,No,Yes,No,0,No
1067839,51,26,690000,94005,3,Bachelor's,0,No,No,Yes,No,0,No
1068240,28,4,450000,94025,1,Master's and above,0,No,No,Yes,No,0,No
1068641,52,26,590000,95762,3,Bachelor's,0,No,No,Yes,No,0,No
1069042,39,13,810000,94309,2,Higher Secondary,0,No,No,Yes,No,0,No
1069443,29,5,1330000,90095,1,Higher Secondary,21200,No,No,Yes,No,0,No
1069844,54,29,810000,92096,2,Master's and above,0,No,No,Yes,No,0,No
1070245,63,38,140000,92630,4,Bachelor's,8600,No,No,Yes,Yes,4000,No
1070646,40,14,280000,94061,2,Master's and above,0,No,No,No,No,0,No
1071047,36,12,930000,95125,2,Higher Secondary,0,No,No,Yes,No,0,No
1071448,45,20,1910000,92007,3,Master's and above,12300,No,No,No,No,0,Yes
1071849,61,37,1550000,91605,1,Higher Secondary,0,No,No,Yes,No,0,No
1072250,26,0,1550000,93105,2,Higher Secondary,0,No,No,No,No,0,No
1072651,33,8,680000,92407,4,Higher Secondary,0,No,No,Yes,No,0,No
1073052,64,40,520000,95060,2,Higher Secondary,22600,No,No,No,No,0,No
1073453,43,17,510000,94025,1,Master's and above,0,No,No,No,No,0,No
1073854,24,0,440000,90089,4,Higher Secondary,18000,No,No,Yes,No,0,No
1074255,30,5,1210000,94555,2,Higher Secondary,40800,No,No,Yes,No,0,No
1074656,60,36,490000,94965,4,Higher Secondary,20400,Yes,No,Yes,No,0,No
1075057,50,26,420000,91784,2,Master's and above,7800,Yes,No,Yes,No,0,No
1075458,40,15,1440000,91040,1,Higher Secondary,0,No,No,No,No,0,No
1075859,31,6,720000,94583,1,Bachelor's,0,No,No,Yes,No,0,No
1076260,30,4,440000,94304,1,Higher Secondary,10900,No,No,No,No,0,No
1076661,60,35,430000,91763,3,Master's and above,17500,No,No,No,No,0,No
1077062,39,14,740000,93063,1,Bachelor's,14400,Yes,No,Yes,No,0,No
1077463,66,41,1450000,90009,1,Higher Secondary,0,No,No,Yes,No,0,No
1077864,65,41,1580000,92346,2,Higher Secondary,0,No,No,No,No,0,No
1078265,54,28,780000,91311,4,Higher Secondary,0,No,No,No,No,0,No
1078666,54,29,1540000,95014,1,Bachelor's,35200,No,No,Yes,No,0,Yes
1079067,35,9,1050000,90064,2,Master's and above,0,No,No,No,No,0,No
1079468,32,7,1000000,92126,3,Bachelor's,0,No,No,Yes,No,0,No
1079869,63,39,580000,94112,1,Bachelor's,0,No,No,Yes,No,0,No
1080270,60,35,1130000,94507,1,Higher Secondary,40600,No,No,Yes,No,0,No
1080671,43,18,100000,91902,2,Bachelor's,0,Yes,No,No,Yes,1000,No
1081072,59,33,1420000,94080,2,Higher Secondary,0,No,No,No,No,0,No
1081473,62,37,1280000,92093,1,Higher Secondary,0,No,No,No,No,0,No
1081874,30,5,1310000,92068,,Master's and above,0,No,No,No,No,0,Yes
1082275,54,30,880000,92647,4,Bachelor's,12200,No,No,Yes,No,0,No
